"ID","CategoryID","ItemName","Carbs","Sugar","Fibers","Fat","UnitID","ServingID","Inactive"
"202","0","Meringue","94.0","94.0","0.0","0.0","1",,"0"
"203","0","Milch ","4.8","4.8","0.0","2.9","1","7,8,9","0"
"204","0","Milchkaffee ungezuckert","1.4","1.3","0.1","1.1","1",,"1"
"205","0","Milchreis","19.0","5.6","0.2","3.5","1","101","0"
"206","0","Milchschokolade","56.9","55.2","1.9","31.1","1","7,8,9","1"
"207","0","Milchschokolade mit N?ssen","46.1","44.4","3.2","38.2","1",,"1"
"208","0","Nektarine","11.3","8.8","1.3","0.3","1","102","0"
"209","0","Nussgipfel aus Bl?tterteig","36.2","15.8","2.7","26.9","1","103","1"
"210","0","Nussgipfel aus Hefeteig","41.9","18.4","2.7","12.6","1","103","0"
"211","0","Nussschnecke aus Hefeteig","54.9","12.9","3.8","18.7","1","104","0"
"212","0","Orange","8.0","7.6","2.7","0.2","1","105","0"
"213","0","Orangensaft","10.0","10.0","0.3","0.1","2","7,8,9","0"
"214","0","Papaya","9.5","9.5","1.8","0.1","1","106","0"
"215","0","Paprika Gew?rz","34.9","33.2","20.9","13.0","1",,"1"
"216","0","Paranuss","4.2","2.3","7.5","66.5","1",,"1"
"217","0","Pariserbrot","51.2","0.5","2.9","0.9","1","245,246","0"
"218","0","Passionsfrucht","10.9","8.5","6.8","3.0","1","107","0"
"219","0","Peperoni gr?n und ged?nstet","3.2","3.1","2.5","0.4","1",,"1"
"220","0","Peperoni gr?n und roh","2.6","2.5","2.0","0.3","1",,"1"
"221","0","Peperoni rot und ged?nstet","6.4","6.2","2.5","0.4","1",,"1"
"222","0","Peperoni rot und roh","5.2","5.1","2.0","0.4","1",,"0"
"223","0","Pfefferminze","5.3","5.2","3.0","0.7","1",,"0"
"224","0","Pfirsich","8.9","8.0","1.9","0.1","1","108","0"
"225","0","Pfirsich, aus Konserve in Sirup","18.6","17.9","1.6","0.1","1","108","0"
"226","0","Pfirsich, aus Konserve mit S?ssungsmittel","8.1","7.3","1.7","0.1","1","108","1"
"227","0","Pflaume ged?nstet","10.1","8.6","1.6","0.2","1",,"1"
"228","0","Pflaume getrocknet","55.4","38.1","5.1","0.4","1",,"0"
"229","0","Pflaume roh","10.2","8.8","1.6","0.2","1",,"0"
"230","0","Pflaumenkuchen im Bl?tterteig","16.9","7.6","1.4","6.8","1",,"1"
"231","0","Pflaumenkuchen im Kuchenteig","17.6","7.6","1.5","6.6","1",,"0"
"232","0","Pilz ged?nstet","0.7","0.2","6.0","0.4","1",,"1"
"233","0","Pilz roh","0.6","0.2","4.9","0.4","1",,"0"
"234","0","Pilzrisotto zubereitet","18.5","0.5","1.5","3.9","1",,"0"
"235","0","Pilzsuppe","5.5","2.0","0.0","1.2","1",,"0"
"236","0","Pistazie","17.6","7.7","10.0","45.4","1","109","0"
"237","0","Pl?tzli gebraten","0.1","0.0","0.0","3.1","1",,"1"
"238","0","Pl?tzli paniert und gebraten","10.1","0.5","0.6","10.8","1",,"1"
"239","0","Pl?tzli roh","0.1","0.0","0.0","2.7","1",,"1"
"240","0","Pommes Chips","49.3","2.5","3.8","34.8","1",,"0"
"241","0","Pommes Chips, fettreduziert","59.2","3.0","4.5","22.1","1",,"0"
"242","0","Pommes Frites","33.0","1.6","2.5","9.1","1",,"1"
"243","0","Popcorn","62.9","1.2","15.0","4.2","1",,"0"
"244","0","Portwein, 18.5 vol%","12.0","12.0","0.0","0.0","1",,"0"
"245","0","Preiselbeere","6.2","6.1","2.9","0.5","1",,"0"
"246","0","Prussien","53.8","27.4","1.2","22.4","1",,"0"
"247","0","Pudding Caramel","23.0","20.1","0.1","2.1","1",,"0"
"248","0","Pudding Schokolade","21.0","12.1","1.0","2.6","1",,"0"
"249","0","Pudding Vanille","18.0","10.4","0.1","2.1","1",,"0"
"250","0","Radieschen","2.1","2.1","1.6","0.1","1",,"0"
"251","0","Rahm","3.4","3.4","0.0","25.4","1",,"0"
"252","0","Rahmglace, Frucht","24.7","23.7","0.0","8.0","1",,"0"
"253","0","Rahmkaramellen","79.3","79.3","0.0","3.6","1",,"0"
"254","0","Rande ged?mpft","10.0","10.0","3.0","0.1","1",,"1"
"255","0","Rande roh","8.4","8.4","2.5","0.1","1",,"0"
"256","0","Reibk?se","0.0","0.0","0.0","32.1","1",,"1"
"257","0","Reisgetr?nk","10.3","2.8","0.1","1.3","1",,"1"
"258","0","Rettich","2.6","2.6","1.2","0.3","1","190","0"
"259","0","Rhabarber","1.5","1.5","2.5","0.2","1","191","0"
"260","0","Rhabarberkompott gezuckert","18.8","18.8","2.1","0.2","1",,"1"
"261","0","Rhabarberkuchen","11.1","2.8","2.0","6.8","1",,"1"
"262","0","Risotto","24.9","0.5","0.5","1.6","1","192","0"
"263","0","Riz Casimir","16.0","3.2","1.1","3.4","1","193","0"
"264","0","Roggenbrot mit Sauerteig","41.5","3.8","7.7","0.9","1",,"0"
"265","0","Rollgerste","71.0","2.2","4.6","1.4","1",,"1"
"266","0","Rollmops","19.6","18.0","0.0","15.9","1",,"1"
"267","0","Rollschinken","1.2","1.2","0.0","10.6","1",,"1"
"268","0","Rollschinken, gekocht (ohne Zusatz von Fett und Salz)","1.4","1.4","0.0","9.9","1",,"1"
"269","0","Rosenkohl ged?mpft","3.0","2.5","3.6","0.4","1",,"1"
"270","0","Rosenkohl roh","3.3","2.8","4.0","0.4","1",,"1"
"271","0","Rosine getrocknet","73.2","70.3","4.2","0.9","1","194","0"
"272","0","Rosmarin","7.7","7.6","2.9","2.5","1",,"1"
"273","0","Rotkohl, ged?nstet","3.7","3.4","2.3","0.2","1",,"1"
"274","0","Rotkohl, roh","4.3","3.9","2.6","0.2","1",,"0"
"275","0","Ruchbrot","44.3","0.5","4.1","1.2","1",,"0"
"276","0","Rucola","2.1","2.1","1.6","0.7","1",,"0"
"277","0","R?eblitorte / R?eblikuchen","25.8","19.6","3.9","16.4","1","110","1"
"278","0","R?hrei, zubereitet","1.3","1.3","0.0","10.8","1","111","1"
"279","0","Russischer Salat","9.8","1.9","2.2","15.9","1","78","0"
"280","0","Schafmilch","4.7","4.7","0.0","7.1","1",,"1"
"281","0","Schaumwein / Sekt / Prosecco / Champagner","1.5","1.5","0.0","0.0","1","195","0"
"282","0","Schinkengipfeli","26.0","0.7","1.4","20.9","1","112,236,237","0"
"283","0","Schnittlauch","1.9","1.9","2.3","0.6","1",,"1"
"284","0","Schoggibr?tli","49.7","16.3","2.2","14.3","1","113","1"
"285","0","Schokolade weiss","55.8","55.3","0.2","35.2","1","196","0"
"286","0","Schokoladencr?me","20.0","18.7","0.5","3.0","1","196","1"
"287","0","Schokoladengugelhopf","46.3","22.9","1.9","18.4","1","114","0"
"288","0","Schokoladenpulver","71.3","70.6","10.5","7.8","1",,"0"
"289","0","Schwarzw?lder Kirschtorte","21.4","12.0","0.9","16.1","1","115","1"
"290","0","Semmeli","48.5","0.4","3.0","0.9","1",,"0"
"291","0","Silberzwiebel","4.9","3.5","1.3","0.2","1","197","0"
"292","0","Sirup unverd?nnt","91.8","91.4","0.9","0.2","1",,"1"
"293","0","Sirup verd?nnt im Verh?ltnis 1:6","13.5","13.4","0.1","0.0","1","7,8,9","1"
"294","0","Sojabohne","8.7","6.8","22.0","18.3","1",,"1"
"295","0","Sojagetr?nk","1.5","1.4","0.6","2.1","1",,"1"
"296","0","Sojasauce","4.1","0.4","0.8","0.6","1",,"1"
"297","0","Sojasprossen","4.7","4.6","2.4","1.0","1",,"1"
"298","0","Sonnenblumenkerne","3.6","3.4","8.0","54.5","1",,"1"
"299","0","Sorbet Frucht","32.1","32.1","0.4","0.0","1",,"1"
"300","0","Spargel, ged?mpft","3.1","3.0","1.6","0.2","1","198","1"
"301","0","Spargel, roh","3.3","3.2","1.7","0.2","1","198","0"
"302","0","Spinat, ged?mpft","1.6","0.1","2.3","0.8","1","199","1"
"303","0","Spinat","1.3","0.1","1.9","0.6","1","199","0"
"304","0","Spitzbueb","60.3","30.9","1.9","25.6","1","200","0"
"305","0","Stachelbeere","7.1","7.1","3.0","0.2","1",,"1"
"306","0","Stangensellerie","2.4","1.3","2.2","0.4","1","201","0"
"307","0","Surimi","11.8","2.1","0.0","4.9","1",,"1"
"308","0","S?sskartoffel","17.1","4.2","3.0","0.1","1","202","1"
"309","0","Teigwaren, gekocht","25.0","1.3","1.3","1.1","1","116","0"
"310","0","Teigwaren(trocken)","69.9","3.7","3.4","2.8","1",,"1"
"311","0","Teigwaren Vollkorn, gekocht","26.8","0.3","5.4","1.2","1","116","0"
"312","0","Teigwaren Vollkorn (trocken)","60.6","0.7","11.5","2.5","1",,"1"
"313","0","Teigwarensalat","12.7","1.0","1.3","6.1","1","117","0"
"314","0","Teilentrahmte Milch pasteurisiert","4.7","4.7","0.0","2.8","1",,"0"
"315","0","Teilentrahmte Milch UHT","4.6","4.6","0.0","2.8","1",,"0"
"316","0","Tessinerbrot","57.1","0.6","2.9","5.2","1","118","0"
"317","0","Toastbrot","45.7","2.7","2.2","10.4","1","224,225,226","0"
"318","0","Toastbrot, Vollkorn","43.7","4.2","7.4","4.9","1","224,225,226","0"
"319","0","Toastbrot dunkel oder Mehrkorn","45.6","4.0","5.2","4.7","1","224,225,226","0"
"320","0","Tofu fest","2.9","0.6","0.0","8.5","1",,"0"
"321","0","Tofu weich","1.5","1.1","0.6","2.9","1",,"0"
"322","0","Tomate ged?nstet","4.0","3.9","1.5","0.3","1",,"1"
"323","0","Tomate, aus Konserve","3.0","2.9","1.0","0.2","1","203","0"
"324","0","Tomate, getrocknet","29.2","13.7","21.7","0.5","1","204","0"
"325","0","Tomate, roh","3.3","3.2","1.2","0.3","1","205,206","0"
"326","0","Tomatenp?ree","12.9","12.4","2.8","0.2","1",,"1"
"327","0","Tomatensaft","3.0","2.1","0.1","0.1","1","7","0"
"328","0","Tomatensauce","9.7","4.1","1.9","2.1","1",,"1"
"329","0","Tomatensuppe","6.6","3.5","0.7","1.1","1","207","0"
"330","0","Weintraube","15.2","14.6","1.5","0.3","1","208,209","0"
"331","0","Traubensaft","17.3","17.0","0.1","0.1","1","7,8","0"
"332","0","Traubenzucker","99.8","99.8","0.0","0.0","1","210,211,212","0"
"333","0","Vollkornreiswaffel","81.5","1.5","4.2","2.8","1","213,214","0"
"334","0","Vollmilch, pasteurisiert","4.7","4.7","0.0","4.0","1","7,8,9","0"
"335","0","Vollmilch, UHT","4.6","4.6","0.0","4.1","1","7,8,9","0"
"336","0","Vollmilchpulver","35.1","35.1","0.0","26.2","1",,"1"
"337","0","Vollrahm, pasteurisiert","3.1","3.1","0.0","34.8","1",,"1"
"338","0","Vollrahm, UHT","3.1","3.1","0.0","34.9","1",,"1"
"339","0","Vorzugsbutter","0.7","0.6","0.0","82.3","1",,"1"
"340","0","Walliser Roggenbrot","42.6","3.4","8.8","1.0","1","59","0"
"341","0","Wassereis","22.0","22.0","0.0","0.0","1",,"1"
"342","0","Wassermelone","8.3","7.9","0.5","0.0","1",,"0"
"343","0","Weichkaramellen Bonbons","71.1","71.1","0.0","17.2","1",,"0"
"344","0","Weissbrot","48.9","0.2","2.5","0.8","1",,"0"
"345","0","Weisskohl / Weisskabis","4.6","4.2","3.5","0.6","1",,"0"
"346","0","Weizenflocken","59.6","0.7","13.3","1.8","1",,"0"
"347","0","Weizenotto, gekocht","26.1","1.1","5.9","3.0","1",,"0"
"348","0","Weizenst?rke","85.8","0.0","1.2","0.1","1",,"1"
"349","0","Weizenvollkornbrot","38.3","0.7","6.9","1.3","1",,"0"
"350","0","Wermut, 15 vol%","13.5","13.5","0.0","0.0","1",,"0"
"351","0","Ziegenmilch","4.2","4.2","0.0","3.2","1",,"0"
"352","0","Ziger weiss","3.3","3.3","0.0","7.2","1",,"0"
"353","0","Zimt","56.0","55.4","24.4","3.2","1",,"1"
"354","0","Zimtstern","50.9","50.3","5.6","25.9","1","218,219,220","0"
"355","0","Zitronat","70.0","70.0","2.0","0.4","1",,"1"
"356","0","Zitrone","2.9","2.5","2.0","0.5","1",,"1"
"357","0","Zitrusfr?chte","8.0","7.4","2.1","0.3","1",,"1"
"358","0","Zucchetti, ged?mpft ","2.2","2.1","1.1","0.2","1","72","1"
"359","0","Zucchetti, ged?nstet","2.4","2.3","1.2","0.2","1","72","1"
"360","0","Zucchetti, roh","2.0","1.9","1.0","0.2","1","72","0"
"361","0","Zucchettischeiben paniert","13.5","2.1","1.5","5.5","1","221,222,223","0"
"362","0","Zucker, braun","97.6","97.6","0.0","0.0","1","120,162","0"
"363","0","Zucker, weiss  ","99.9","99.9","0.0","0.0","1","120,162","0"
"364","0","Zuckermais aus Konserve","18.2","6.9","2.3","1.2","1","199","0"
"365","0","Honigmelone","14.8","10.6","1.3","0.1","1","241","0"
"366","0","Zuger Kirschtorte","34.6","27.0","1.5","18.7","1",,"0"
"367","0","Zwetschge","8.8","8.8","2.3","0.1","1",,"0"
"368","0","Zwetschgenkuchen / Zwetschgenw?he","16.0","7.6","1.9","6.7","1",,"1"
"369","0","Zwieback","74.6","14.2","2.9","7.8","1",,"0"
"370","0","Zwieback Vollkorn","61.2","13.8","8.3","9.1","1",,"0"
"371","0","Zwiebel ged?nstet","7.0","5.4","2.2","0.7","1",,"1"
"372","0","Zwiebel ger?stet","14.9","11.4","4.5","1.5","1",,"1"
"373","0","Zwiebel roh","6.3","4.8","1.9","0.6","1",,"0"
"374","0","Zwiebelkuchen mit Bl?tterteig","12.6","3.6","1.5","10.9","1",,"1"
"375","0","Zwiebelkuchen mit Kuchenteig","14.6","3.6","1.6","10.1","1",,"1"
"376","0","Rivella Rot","9.0","9.0","0.0","0.0","2","66,67","0"
"377","0","Rivella Blau","1.5","1.5","0.0","0.0","2","66,67","0"
"378","0","Coca Cola","10.6","10.6","0.0","0.0","2","7,8,9","0"
"379","0","Coca-Cola Cherry","10.6","10.6","0.0","0.0","2","7,8,9","0"
"380","0","Coca-Cola Vanilla","11.1","11.1","0.0","0.0","2","7,8,9","0"
"381","0","Pepsi","12.0","11.0","0.0","0.0","2","66,67","0"
"382","0","McDonals Hamburger","26.0","6.0","1.0","8.0","1","121","0"
"383","0","McDonalds Big Mac","18.0","4.0","1.0","11.0","1","122","0"
"384","0","McDonalds Double Big Mac","14.0","3.0","1.0","13.0","1","123","0"
"385","0","McDonalds Cheesburger Royal","17.0","5.0","1.0","13.0","1","124","0"
"386","0","McDonalds Double Cheeseburger Royal","12.0","3.0","1.0","15.0","1","125","0"
"387","0","McDonalds Big Tasty","13.0","3.0","0.8","14.0","1","126","0"
"388","0","McDonalds Big Tasty Double","10.0","3.0","0.6","16.0","1","127","0"
"389","0","McDonalds Cheesburger","24.0","6.0","1.2","10.0","1","128","0"
"390","0","McDonalds Double Cheesburger","17.0","5.0","0.9","13.0","1","129","0"
"391","0","McDonalds McChicken","22.0","4.0","1.0","8.0","1","130","0"
"392","0","McDonalds Chicken McNuggets","20.0","1.0","1.0","11.0","1","131,132,133","0"
"393","0","McDonalds Chicken Wings","3.0","0.0","1.0","15.0","1","134","0"
"394","0","McDonalds Pommes Frites","36.0","0.0","4.0","14.0","1","135,136,137","0"
"395","0","McDonalds Filet-O-Fish","25.0","4.0","1.1","10.0","1","138","0"
"396","0","McDonalds Cappuccino Regular","5.0","5.0","0.0","3.0","1","139,140","0"
"397","0","McDonalds Latte Macchiato","4.0","4.0","0.0","3.0","1","141,142","0"
"398","0","McDonalds Heisse Schokolade","10.0","10.0","0.7","4.0","1","143","0"
"399","0","McDonalds McFlurry M&M?s","32.0","28.0","1.0","6.0","1","144,145","1"
"400","0","McDonalds McFlurry Daim","29.0","26.0","0.3","8.0","1","146,147","0"
"401","0","McDonalds McFlurry Nature","23.0","20.0","0.1","3.6","1","148,149","0"
"402","0","McDonalds Frappe Vanille","21.0","20.0","0.1","2.0","1","150,151","0"
"403","0","McDonalds Frapp? Erdbeer","22.0","20.0","0.1","2.0","1","150,151","1"
"404","0","McDonalds Frapp? Banane","22.0","20.0","0.1","2.0","1","150,151","1"
"405","0","McDonalds Apfeltasche","35.0","11.0","2.0","13.0","1","231","0"
"406","0","Starbucks Latte Macchiato - lactose free milk","2.0","2.0","0.0","1.1","2","247,248,249,250","1"
"407","0","Pizza Margherita","25.0","1.4","2.0","14.0","1","251","0"
